age,monthly_income,employment_type,credit_score,loan_amount,loan_purpose,existing_emis,dti,loan_tenure,bank_behavior,eligible
57,154088,Salaried,445,4240247,Education,27655,17.95,12,16.3,1
54,185851,Salaried,756,3265534,Education,9102,4.9,48,80.5,1
51,46881,Self-Employed,434,1767222,Car,67107,100,24,20.1,0
58,39472,Salaried,563,250211,Business,21553,54.6,48,33.2,0
44,197885,Salaried,363,4880668,Car,79570,40.21,48,7.1,0
31,182093,Self-Employed,790,4300220,Personal,66865,36.72,240,93,1
26,69131,Salaried,340,722960,Education,41420,59.92,240,8.4,0
57,170159,Salaried,595,1504915,Home,25382,14.92,12,49.2,1
55,27828,Self-Employed,302,2145383,Home,69235,100,60,0,0
52,111664,Salaried,409,840243,Home,38795,34.74,120,15.6,0
31,147473,Self-Employed,520,4799868,Education,51425,34.87,48,38.4,0
40,30193,Salaried,669,2332369,Business,57402,100,60,59.4,0
53,190936,Salaried,667,917481,Education,62539,32.75,24,64.8,1
22,166379,Salaried,735,4446054,Education,76203,45.8,36,75.1,1
26,117518,Salaried,303,1318430,Home,23459,19.96,120,0,0
25,34611,Self-Employed,543,796403,Education,49649,100,120,44.7,0
37,189863,Self-Employed,465,3091370,Home,72495,38.18,48,19.9,0
45,158022,Self-Employed,325,4955349,Business,46384,29.35,12,0,0
37,91240,Self-Employed,694,4177269,Personal,71746,78.63,12,65.5,0
23,17745,Self-Employed,773,881284,Home,78053,100,48,80.9,0
49,70243,Salaried,316,2652021,Car,56278,80.12,48,7.6,0
53,18866,Salaried,391,1801772,Personal,78156,100,84,0,0
48,178317,Salaried,782,2767370,Business,36744,20.61,120,86.6,1
41,190796,Salaried,842,3342202,Personal,30568,16.02,240,93.6,1
45,143681,Self-Employed,504,311745,Home,17991,12.52,240,28.2,0
33,86354,Salaried,801,1796659,Business,8912,10.32,60,81.6,1
56,66374,Salaried,699,3378122,Car,32527,49.01,36,68.1,0
54,129397,Salaried,506,3897852,Home,50426,38.97,36,6.4,0
54,139577,Salaried,445,4990952,Home,20407,14.62,84,14.2,1
58,176188,Salaried,400,1904413,Business,12344,7.01,12,26,1
33,96029,Salaried,540,4509895,Business,2355,2.45,120,35.2,1
24,108574,Salaried,462,234215,Personal,54733,50.41,36,26.3,0
22,166519,Salaried,472,3206390,Car,66285,39.81,60,27.7,0
54,45431,Self-Employed,801,3778298,Personal,45733,100,120,89.2,0
61,163980,Salaried,846,2962166,Personal,56915,34.71,120,87.7,1
31,44336,Salaried,583,2130444,Home,52716,100,240,44.6,0
50,55992,Salaried,658,1690335,Business,38526,68.81,12,61.2,0
34,70350,Salaried,680,1730442,Home,18088,25.71,36,70.1,1
33,84561,Salaried,832,910513,Car,65377,77.31,240,98,1
52,66955,Salaried,462,4478935,Personal,44405,66.32,180,24.4,0
23,76240,Salaried,606,1109288,Car,38842,50.95,24,47.1,0
56,166165,Salaried,638,4440741,Business,61788,37.18,180,55.2,1
44,152227,Salaried,354,1710049,Business,51529,33.85,180,19.7,0
38,61607,Salaried,632,2509147,Education,52383,85.03,24,61.6,0
47,179559,Self-Employed,426,3732226,Car,39177,21.82,180,17.2,0
29,167035,Salaried,542,4281276,Home,39056,23.38,36,27.4,1
50,196196,Self-Employed,899,2443432,Car,66421,33.85,120,100,1
47,67870,Salaried,708,4681817,Personal,33632,49.55,240,77.8,1
31,79110,Salaried,802,2949529,Business,39685,50.16,48,74.8,1
47,199626,Self-Employed,602,800561,Business,77222,38.68,84,46.8,1
55,167008,Self-Employed,763,1431173,Car,68590,41.07,240,84.2,1
28,131895,Salaried,534,3077880,Car,8977,6.81,60,42.1,1
25,19426,Salaried,337,1101628,Car,48967,100,12,0,0
32,42606,Salaried,438,2436568,Personal,74072,100,36,14,0
50,193904,Salaried,494,3499022,Personal,15070,7.77,240,37,1
57,43151,Salaried,826,4995868,Home,21500,49.83,36,89.7,1
46,26308,Salaried,300,198388,Car,10011,38.05,24,5.3,0
42,191743,Salaried,860,4176564,Home,48039,25.05,48,99.6,1
57,105306,Salaried,395,2976759,Education,8896,8.45,60,17.8,0
31,121984,Self-Employed,712,3151954,Personal,39958,32.76,120,72,1
58,17204,Self-Employed,837,3212103,Business,41912,100,120,84.9,0
30,107769,Self-Employed,728,599998,Education,814,0.76,240,72.2,1
45,102265,Salaried,534,2627697,Business,75276,73.61,180,41.5,0
56,46131,Self-Employed,648,2174749,Education,24719,53.58,24,71.6,0
56,67428,Self-Employed,780,481613,Home,20150,29.88,180,73.4,1
57,48870,Salaried,695,3097725,Home,70494,100,180,71.6,0
39,118547,Salaried,650,4363272,Personal,3825,3.23,60,57.4,1
60,64067,Self-Employed,715,4447874,Business,50368,78.62,36,75.1,0
53,127217,Salaried,350,3627141,Education,14800,11.63,240,7.4,0
45,167679,Salaried,380,866473,Car,75535,45.05,120,22.8,0
44,171040,Salaried,335,2494661,Car,75017,43.86,12,0,0
53,113934,Salaried,366,2985570,Personal,48505,42.57,180,12.1,0
58,157980,Self-Employed,780,4007530,Business,57899,36.65,60,83.5,1
33,172495,Salaried,767,1480264,Car,22601,13.1,84,72.4,1
34,89707,Salaried,441,1685846,Personal,10677,11.9,240,25.9,0
44,76215,Salaried,655,2779974,Personal,29552,38.77,180,67.2,1
46,64429,Salaried,770,2836986,Business,67891,100,36,77.8,1
56,97152,Salaried,890,1385364,Car,74693,76.88,60,100,1
51,123048,Salaried,738,2709933,Car,33292,27.06,48,67.6,1
38,184530,Self-Employed,830,4590272,Car,66097,35.82,12,79.6,1
41,192241,Salaried,426,4759226,Home,73703,38.34,60,26.6,0
46,153731,Salaried,504,971463,Car,16184,10.53,120,29.5,1
43,92240,Self-Employed,328,883721,Education,61046,66.18,12,0,0
34,178865,Salaried,744,482331,Home,66741,37.31,48,67.9,1
40,128688,Self-Employed,763,2913657,Home,61377,47.69,84,87.9,1
57,61473,Self-Employed,579,1776476,Home,12039,19.58,240,55,0
33,111762,Self-Employed,450,2373729,Home,45161,40.41,180,16,0
40,121956,Salaried,539,1699961,Personal,35006,28.7,24,28.1,1
33,133452,Salaried,565,859010,Education,17544,13.15,36,40.9,1
30,141311,Salaried,404,4759075,Business,12987,9.19,60,25.7,1
28,22006,Salaried,732,2331103,Car,5239,23.81,120,70.4,1
49,89218,Self-Employed,796,4385972,Home,44785,50.2,36,81.2,0
35,179912,Self-Employed,739,3649613,Business,23358,12.98,120,68.3,1
52,47430,Self-Employed,457,4657450,Personal,56450,100,60,24,0
40,38091,Self-Employed,471,2326174,Business,28428,74.63,84,35.3,0
37,179055,Self-Employed,793,4690353,Home,9096,5.08,84,82.8,1
26,38989,Salaried,610,1221116,Education,47582,100,48,50.1,0
56,90451,Salaried,702,2909453,Business,24536,27.13,180,72.2,1
33,33990,Self-Employed,762,670656,Home,57395,100,240,77.6,0
46,105270,Salaried,666,1668755,Home,68157,64.74,24,68.6,1
42,95360,Salaried,849,4159042,Car,69484,72.86,240,86.1,1
57,51081,Salaried,554,3672456,Car,1287,2.52,48,44.5,1
44,157105,Self-Employed,507,2513208,Education,54510,34.7,84,41.6,0
37,123272,Salaried,749,4054168,Car,23902,19.39,120,87.3,1
60,31241,Self-Employed,394,445991,Education,56188,100,48,6.9,0
60,139932,Self-Employed,777,2031908,Personal,21164,15.12,180,78.1,1
35,20939,Salaried,489,3714877,Personal,1772,8.46,180,21,0
52,128000,Salaried,783,3873476,Car,53054,41.45,12,72.7,1
26,193634,Salaried,835,654879,Personal,54878,28.34,180,89.3,1
56,50063,Self-Employed,722,3448718,Business,32238,64.39,36,54.1,0
44,173117,Self-Employed,432,330759,Business,58293,33.67,60,25.4,0
50,190841,Self-Employed,354,2169990,Business,7213,3.78,180,13.5,1
32,62118,Salaried,809,4846592,Personal,14941,24.05,84,84.2,1
39,99703,Salaried,840,3510670,Business,15964,16.01,48,83.3,1
33,167697,Salaried,709,4710296,Education,26855,16.01,48,66.2,1
30,143557,Self-Employed,510,4183710,Home,58769,40.94,48,51.9,0
31,42076,Salaried,592,2035702,Car,1046,2.49,84,44.5,1
38,59605,Salaried,414,194608,Education,14909,25.01,120,12.7,0
59,99565,Salaried,558,186772,Business,79114,79.46,60,24.5,0
28,54121,Salaried,421,4938503,Home,23368,43.18,180,28.5,0
34,46433,Salaried,598,3737193,Car,71255,100,120,39.7,0
61,58309,Salaried,680,4288119,Education,15624,26.8,180,64,1
30,82468,Salaried,860,2252149,Car,10352,12.55,48,100,1
48,190326,Salaried,800,2758682,Personal,9223,4.85,180,86.3,1
23,82293,Self-Employed,596,2857615,Business,78254,95.09,84,52.2,0
26,111258,Self-Employed,661,2068333,Education,66851,60.09,36,57.6,0
50,183925,Salaried,888,2514209,Education,50044,27.21,180,100,1
58,53405,Self-Employed,762,2294482,Home,31419,58.83,120,77.6,0
59,58527,Salaried,737,677901,Home,13767,23.52,60,77.2,1
40,92227,Salaried,426,3031899,Home,72002,78.07,48,1.7,0
29,146564,Self-Employed,496,1638253,Car,31028,21.17,12,35.7,1
22,154883,Self-Employed,520,733045,Business,47953,30.96,36,40.1,0
43,108344,Self-Employed,390,1551012,Car,57965,53.5,24,35.4,0
38,170344,Salaried,710,4266101,Business,69776,40.96,180,68.3,1
28,62153,Salaried,307,3420725,Education,31459,50.62,180,2.9,0
46,123042,Self-Employed,843,506123,Car,24689,20.07,60,93.7,1
25,69110,Salaried,767,2432992,Car,67982,98.37,60,81.2,1
57,160051,Salaried,619,2089282,Car,3346,2.09,48,43.3,1
27,43328,Self-Employed,693,2576353,Personal,45179,100,12,72,0
52,127911,Self-Employed,568,711944,Business,40517,31.68,12,37.3,0
40,27867,Self-Employed,490,1451718,Business,69678,100,84,34.9,0
60,74234,Salaried,360,2305268,Car,72623,97.83,48,3.1,0
48,40851,Self-Employed,737,4511733,Personal,58916,100,48,71.1,0
31,46279,Salaried,563,4700635,Car,48575,100,36,40.1,0
47,88402,Salaried,394,67903,Business,45039,50.95,240,13.7,0
40,30449,Salaried,852,4080064,Education,49955,100,36,91.3,0
60,91221,Salaried,769,2514456,Personal,55871,61.25,180,81.1,1
24,104080,Salaried,813,4672720,Personal,60678,58.3,24,84.7,1
34,20451,Self-Employed,493,1711241,Car,31351,100,48,39.2,0
49,102178,Salaried,781,2553934,Education,60693,59.4,12,75.9,1
41,187388,Salaried,635,419556,Business,31433,16.77,60,59.3,1
49,78761,Salaried,734,887654,Home,74797,94.97,24,65.7,0
29,53870,Salaried,495,1979096,Business,79015,100,12,46.8,0
60,111566,Salaried,548,1451170,Business,15804,14.17,12,44.8,1
22,138749,Self-Employed,797,4688188,Education,45101,32.51,24,77.3,1
24,138765,Self-Employed,511,4877958,Personal,60115,43.32,60,49,0
34,139881,Salaried,765,2735293,Business,78363,56.02,240,81.6,1
49,176945,Self-Employed,520,1507750,Personal,44700,25.26,84,31.1,1
46,143389,Salaried,572,4658474,Education,77576,54.1,48,44.3,0
54,40372,Salaried,453,3426483,Education,19477,48.24,36,16.4,0
59,18642,Self-Employed,548,583963,Car,16127,86.51,180,32.2,0
27,174073,Salaried,578,4538109,Home,26049,14.96,36,56,1
53,49064,Self-Employed,739,3784305,Education,12473,25.42,12,66,0
42,29122,Salaried,575,2164336,Education,61836,100,48,35.1,0
37,170892,Self-Employed,813,2602671,Personal,42464,24.85,60,90.6,1
42,83431,Salaried,387,2354689,Education,13714,16.44,60,27.8,0
32,70745,Salaried,804,2938851,Business,60878,86.05,60,93.3,1
58,65081,Salaried,889,4428023,Car,34208,52.56,180,100,1
57,154783,Self-Employed,540,4044974,Car,74683,48.25,180,59.4,0
56,164865,Salaried,535,2486901,Business,41514,25.18,48,32,1
40,154271,Self-Employed,427,4918136,Education,5136,3.33,240,18.7,0
41,91253,Salaried,802,200408,Home,31516,34.54,12,71.1,1
39,51191,Salaried,499,3010776,Education,76982,100,60,23.9,0
35,25211,Salaried,842,4206094,Car,63878,100,60,98.9,1
36,126086,Salaried,801,2100126,Home,45099,35.77,60,85.7,1
52,167614,Self-Employed,791,3433167,Personal,13188,7.87,180,93.5,1
22,177384,Salaried,320,2005599,Personal,51188,28.86,240,0,0
24,191314,Self-Employed,533,4778257,Education,5560,2.91,36,34.4,1
37,116971,Salaried,715,3772490,Education,36397,31.12,240,73.9,1
44,108783,Salaried,447,2565553,Home,77193,70.96,180,33,0
32,140681,Self-Employed,328,3271639,Home,38082,27.07,36,0,0
33,102893,Salaried,660,1191219,Education,41430,40.27,24,58.1,1
31,173763,Salaried,607,309383,Car,50522,29.08,48,54.4,1
53,92960,Self-Employed,461,2510461,Personal,40397,43.46,24,33.1,0
37,99388,Self-Employed,360,226682,Home,76860,77.33,48,17.8,0
29,37601,Salaried,424,2066987,Car,25247,67.14,60,20.1,0
59,164092,Salaried,755,2959419,Education,19943,12.15,24,65.9,1
33,154227,Salaried,370,1849215,Business,39460,25.59,180,0,0
45,182849,Salaried,765,146453,Home,41986,22.96,12,76,1
49,34710,Self-Employed,542,628078,Business,44514,100,36,38,0
29,123714,Self-Employed,789,2485142,Car,52385,42.34,120,75.1,1
49,170604,Salaried,520,458449,Personal,12631,7.4,12,43.8,1
57,143727,Salaried,772,4781792,Car,67008,46.62,24,69.5,1
47,164673,Salaried,832,626563,Personal,26955,16.37,36,83.4,1
29,78227,Salaried,793,2103164,Car,47367,60.55,24,91.5,1
49,151039,Salaried,381,2616436,Home,30802,20.39,24,7.3,0
49,99289,Salaried,821,3872379,Home,70408,70.91,84,89.4,1
58,166094,Salaried,311,3500320,Business,43341,26.09,120,1.8,0
57,189535,Salaried,562,3095236,Car,13691,7.22,84,45.6,1
48,20722,Salaried,748,4860277,Car,4753,22.94,84,81.7,1
38,173485,Salaried,491,1513138,Business,1833,1.06,240,34.4,1
30,96050,Salaried,413,3825470,Education,8645,9,180,7.7,0
54,98596,Salaried,325,3721782,Car,40024,40.59,180,0,0
41,81732,Salaried,798,2602387,Car,9635,11.79,84,85.4,1
34,158369,Salaried,807,3686402,Car,20064,12.67,60,77.1,1
49,83323,Salaried,844,4090098,Education,9940,11.93,240,98.3,1
50,38816,Self-Employed,361,4109833,Home,35169,90.6,24,12.6,0
34,55695,Self-Employed,528,543496,Business,78647,100,120,24.3,0
56,165774,Self-Employed,334,1569493,Education,45200,27.27,84,20.8,0
27,171314,Salaried,755,1318748,Personal,56329,32.88,120,72.9,1
39,70841,Self-Employed,887,4214026,Personal,51158,72.22,48,96.2,0
26,143498,Self-Employed,801,3221029,Education,29739,20.72,240,86.9,1
46,122096,Salaried,894,3764779,Education,17793,14.57,120,98.3,1
23,107764,Salaried,324,1250413,Home,33677,31.25,24,11.7,0
31,199646,Self-Employed,868,881219,Personal,66296,33.21,48,86.5,1
51,100744,Salaried,331,2005683,Business,23022,22.85,60,14.3,0
26,43482,Salaried,311,325001,Car,71148,100,24,7.3,0
54,24171,Self-Employed,618,1514236,Car,27265,100,180,46.8,0
22,115755,Self-Employed,300,4979405,Home,530,0.46,12,2,0
39,123125,Salaried,734,4774044,Home,9551,7.76,36,82,1
53,145722,Salaried,435,4355457,Personal,28394,19.49,12,26.7,1
32,121082,Salaried,495,3133873,Business,42987,35.5,60,33.7,0
42,18696,Self-Employed,432,1379020,Business,48984,100,180,27,0
47,141310,Salaried,385,450717,Education,68096,48.19,120,19.8,0
46,166130,Salaried,775,3197573,Home,70639,42.52,240,75.1,1
43,166385,Self-Employed,623,1217918,Car,24090,14.48,24,55.1,1
48,34149,Salaried,479,811654,Car,2781,8.14,180,36.6,0
34,145064,Self-Employed,815,1046270,Personal,17330,11.95,180,86.9,1
54,68521,Salaried,474,2396002,Car,5257,7.67,84,23.3,0
55,60740,Salaried,320,3443416,Business,58642,96.55,36,5.6,0
56,121611,Salaried,404,2705844,Business,54249,44.61,24,14.2,0
22,151028,Salaried,877,1645428,Home,51663,34.21,180,100,1
42,81641,Salaried,742,3817914,Personal,34956,42.82,84,85.1,1
27,78811,Salaried,348,1024939,Car,15615,19.81,48,13.4,0
49,198232,Self-Employed,827,3154952,Home,881,0.44,60,81.2,1
38,197385,Self-Employed,444,4684995,Education,1847,0.94,60,26.4,1
26,78232,Self-Employed,639,3978408,Education,51127,65.35,240,35.9,0
52,30417,Salaried,653,989203,Car,37336,100,240,58,0
26,170801,Salaried,374,2780061,Car,39931,23.38,180,19.9,0
59,127492,Salaried,877,1802153,Car,43924,34.45,180,99.4,1
24,45099,Self-Employed,618,3324199,Business,22966,50.92,24,53.9,0
44,176033,Salaried,386,1906719,Car,44023,25.01,36,31.4,0
58,158674,Self-Employed,852,1506851,Education,11320,7.13,180,78.4,1
58,133474,Salaried,341,1886294,Car,57841,43.34,60,0,0
31,24256,Self-Employed,392,2779744,Personal,65125,100,120,19.2,0
31,49681,Self-Employed,806,1203535,Education,67752,100,180,91.5,0
40,106328,Self-Employed,828,3877573,Personal,61858,58.18,84,95.5,1
38,58361,Salaried,564,1982811,Education,58714,100,60,39.4,0
42,49540,Salaried,591,4298887,Home,11780,23.78,180,41.7,0
35,172608,Salaried,763,1746941,Education,76230,44.16,12,69.2,1
30,99700,Salaried,859,494846,Education,70345,70.56,12,95.7,1
22,93532,Salaried,396,1209935,Personal,1929,2.06,12,8.1,0
34,142626,Salaried,394,3747102,Personal,14244,9.99,36,24.6,1
25,148943,Salaried,625,4916148,Education,11116,7.46,84,54,1
22,61002,Salaried,373,4872724,Education,35895,58.84,84,6.5,0
61,64812,Salaried,635,3711057,Business,78636,100,60,50.2,0
53,168698,Salaried,367,3254991,Home,23867,14.15,120,0,1
55,123946,Self-Employed,376,2005163,Home,1208,0.97,60,6.3,0
49,81668,Salaried,507,1159240,Car,44085,53.98,24,30.1,0
52,114003,Salaried,520,2565048,Education,65572,57.52,48,39.9,0
29,57998,Salaried,561,2033157,Education,65234,100,12,42.7,0
60,119601,Self-Employed,709,2054254,Education,11252,9.41,120,61.3,1
47,191679,Salaried,630,3534840,Education,7006,3.66,48,45.2,1
55,22812,Salaried,643,4116723,Home,70883,100,48,55.3,0
24,76844,Salaried,373,2971984,Personal,32171,41.87,48,0,0
33,148251,Salaried,553,2576919,Business,28517,19.24,36,39.6,1
22,189870,Salaried,631,1913096,Personal,24274,12.78,180,64.1,1
26,89601,Self-Employed,697,58981,Personal,33577,37.47,48,64.6,1
51,154347,Self-Employed,644,3609976,Home,27648,17.91,180,58.6,1
51,196646,Salaried,883,157154,Business,69654,35.42,240,97.5,1
38,62857,Salaried,754,1778177,Education,17910,28.49,12,64.6,1
44,140555,Salaried,414,4950769,Home,78619,55.93,48,33.1,0
36,35700,Salaried,612,4204534,Home,49647,100,84,48.7,0
58,185536,Salaried,527,3387850,Business,78723,42.43,180,37.8,1
42,188423,Salaried,544,1102233,Car,424,0.23,84,35.4,1
35,108330,Self-Employed,825,2954814,Home,51899,47.91,84,96.6,1
23,159941,Self-Employed,827,986184,Personal,26641,16.66,48,76.2,1
32,167026,Salaried,726,3409494,Personal,34750,20.81,240,81.4,1
60,177627,Salaried,341,2756171,Education,23154,13.04,120,4.4,0
59,78353,Salaried,764,1789886,Home,48166,61.47,84,73.1,1
55,191098,Salaried,577,4191747,Education,11992,6.28,12,41.1,1
59,115772,Salaried,318,4907531,Home,34001,29.37,24,17.5,0
55,193048,Salaried,365,2096771,Business,14546,7.53,84,0,1
39,106502,Self-Employed,466,3493737,Home,41524,38.99,12,23.4,0
51,128943,Self-Employed,884,772300,Car,68555,53.17,60,87,1
36,124850,Salaried,702,1618473,Personal,1304,1.04,12,52.5,1
48,60095,Self-Employed,708,2185021,Business,49284,82.01,36,78.4,0
55,160342,Salaried,411,4742489,Personal,10022,6.25,120,18.3,1
59,176980,Salaried,573,3296797,Education,75886,42.88,60,36.2,1
54,30523,Salaried,706,4492881,Business,77354,100,12,74.3,0
45,77433,Salaried,672,4572700,Car,33617,43.41,12,58.8,0
36,193140,Salaried,896,3537258,Personal,69498,35.98,180,94.2,1
51,34991,Salaried,338,2265880,Home,58824,100,240,10.9,0
38,25775,Self-Employed,404,4768150,Home,70390,100,120,14,0
26,99995,Salaried,623,4986951,Home,34307,34.31,36,46.1,1
50,162745,Salaried,713,3660566,Business,68480,42.08,84,74.4,1
25,137808,Salaried,728,2989119,Car,22327,16.2,36,70.2,1
31,173128,Self-Employed,360,2402712,Car,3244,1.87,48,16,0
38,152686,Salaried,606,818026,Car,22720,14.88,48,47.8,1
31,22415,Self-Employed,653,4976423,Personal,25090,100,36,67,0
38,189956,Self-Employed,692,445462,Business,64277,33.84,84,65.4,1
41,163036,Salaried,503,1380730,Home,48536,29.77,60,42.3,1
45,183798,Self-Employed,557,2274103,Personal,7855,4.27,240,51,1
26,52044,Salaried,785,1429078,Car,1601,3.08,240,90.7,1
55,183616,Salaried,816,198306,Home,31952,17.4,36,86.5,1
27,64976,Self-Employed,745,932622,Business,50374,77.53,240,77.2,0
23,178324,Salaried,479,3835811,Education,5690,3.19,36,28,1
34,18832,Salaried,641,4686971,Car,12521,66.49,48,49.7,0
32,49148,Salaried,432,3056374,Car,76019,100,12,38,0
44,127230,Salaried,742,572886,Car,8058,6.33,60,67.6,1
37,100076,Self-Employed,552,649493,Car,13704,13.69,240,49.2,1
52,199531,Salaried,564,2122551,Home,58933,29.54,24,49.8,1
32,53402,Self-Employed,392,3509824,Business,71101,100,48,16.8,0
37,53578,Salaried,710,2183871,Personal,43856,81.85,24,67.1,0
29,105453,Self-Employed,437,4226213,Home,37256,35.33,180,21.7,0
25,168390,Salaried,507,4293041,Business,57352,34.06,240,29.2,0
61,90715,Salaried,872,3648397,Personal,30615,33.75,36,96.1,1
25,126435,Self-Employed,606,3890624,Car,1927,1.52,240,41.5,1
46,166538,Salaried,565,4425980,Business,15512,9.31,84,50.1,1
24,110742,Salaried,617,4836431,Car,8301,7.5,84,51,1
53,60475,Salaried,412,3497797,Business,73993,100,120,11,0
24,75142,Self-Employed,677,137745,Education,71028,94.53,60,52.6,0
48,172636,Salaried,753,176298,Car,68759,39.83,84,74.4,1
50,168484,Self-Employed,490,2451583,Car,63058,37.43,12,30.9,0
53,108526,Salaried,739,3827268,Car,64926,59.83,36,69,1
40,66001,Salaried,486,4941447,Home,23434,35.51,240,35,0
42,72649,Self-Employed,666,4615771,Personal,30341,41.76,60,63.8,0
26,181589,Self-Employed,388,1837702,Car,15007,8.26,60,15.1,1
39,159228,Self-Employed,486,3635435,Car,26799,16.83,180,23.6,1
49,169136,Self-Employed,431,2367165,Home,55820,33,24,15.9,0
43,40711,Salaried,859,849235,Home,15674,38.5,120,82,1
42,45106,Salaried,675,3376425,Education,15426,34.2,240,61,1
27,80458,Salaried,398,3838835,Business,72631,90.27,120,20.8,0
